T_amb,P_pv,P_wind,P_load,Qdot_load
281.94,0.0,11198100.0,1324819.12,12048344.2
281.32,0.0,5721700.0,1137679.59,13614045.29
280.58,0.0,11198100.0,756237.63,12210101.61
279.84,0.0,5721700.0,979827.49,9382777.04
279.22,0.0,11198100.0,937346.81,7395732.06
278.68,0.0,0.0,585400.9,6452274.66
278.19,0.0,441150.0,691910.59,6508100.56
277.87,0.0,441150.0,669805.93,6582023.89
277.6,0.0,2454000.0,798440.14,6673232.7
277.42,0.0,2454000.0,612880.22,7043622.37
277.2,0.0,441150.0,529627.62,9173718.55
277.33,176850.0,5721700.0,1183359.24,13367992.92
278.59,1379430.0,5721700.0,3774849.81,13389751.05
279.63,3147930.0,5721700.0,10415576.07,9265366.43
280.58,4845690.0,5721700.0,12322239.48,7221423.66
281.79,6225120.0,11198100.0,12570566.69,6967956.47
282.46,7109370.0,11198100.0,12356553.86,7014329.48
282.96,12450230.0,11198100.0,11230070.65,7074476.27
282.9,7109370.0,11198100.0,8667867.51,7132630.41
282.97,6260490.0,11198100.0,7879610.41,7185986.09
282.37,4916430.0,11198100.0,9107258.45,7265550.23
282.14,3183300.0,11198100.0,7849329.52,7512508.92
281.62,1414800.0,19546800.0,5052022.22,8381880.86
281.17,318330.0,19546800.0,2593576.85,10514199.81
279.96,0.0,11198100.0,1755348.33,13461743.55
278.89,0.0,5721700.0,936244.06,14942609.92
277.92,0.0,11198100.0,1008389.69,13433172.27
277.0,0.0,5721700.0,612532.51,10499035.06
276.47,0.0,11198100.0,515947.57,8423638.89
276.04,0.0,1842350.0,741484.63,7394467.64
275.87,0.0,4150300.0,624732.29,7370513.73
275.45,0.0,6140700.0,691811.24,7334987.07
274.76,0.0,6140700.0,618115.8,7307515.17
274.16,0.0,4150300.0,806328.27,7563399.93
273.93,0.0,1483650.0,764364.19,9596353.75
275.67,247590.0,2692450.0,555616.74,13696123.11
278.95,2299050.0,1483650.0,787472.26,13649969.5
280.57,0.0,1298700.0,1027970.94,9459651.15
281.63,7109370.0,0.0,1609805.3,7348236.19
282.47,3424670.0,0.0,1060457.34,7008835.38
283.28,0.0,0.0,1248719.49,6948175.97
284.05,8748360.0,0.0,1061490.55,6906565.04
284.53,1279170.0,0.0,1010158.06,6868895.5
284.95,0.0,0.0,745349.22,6833899.98
284.92,5942160.0,0.0,789796.97,6809288.83
285.07,4109570.0,0.0,818011.46,6929215.2
284.72,672030.0,1483650.0,892710.3,7644741.77
283.27,0.0,895950.0,807490.63,9616402.21
280.98,0.0,581950.0,1026291.98,12453836.62
279.53,0.0,581950.0,988103.08,13918219.56
279.17,0.0,581950.0,1005985.5,12399331.41
279.03,0.0,1483650.0,676978.77,9460359.06
278.35,0.0,1483650.0,391873.38,7374633.27
277.76,0.0,1842350.0,389240.69,6347220.25
277.57,0.0,4150300.0,918838.5,6334475.08
277.77,0.0,6140700.0,748935.64,6322904.34
277.7,0.0,6140700.0,549467.17,6324003.72
277.9,0.0,4150300.0,516553.58,6622965.18
277.97,0.0,1483650.0,539820.6,8710644.0
279.02,247590.0,2692450.0,706067.5,12875028.41
280.06,2299050.0,1483650.0,772570.24,12860522.99
281.94,0.0,1298700.0,730377.66,8646688.28
282.9,7109370.0,0.0,790085.08,6499229.55
283.62,3424670.0,0.0,709246.6,6142466.19
284.02,0.0,0.0,1039375.95,6088180.38
284.63,8748360.0,0.0,505993.02,6040855.18
285.07,1279170.0,0.0,637557.96,5984504.42
285.63,0.0,0.0,774994.3,5936761.72
285.51,5942160.0,0.0,591143.15,5919183.5
285.51,4109570.0,0.0,915122.93,6059109.76
284.88,672030.0,1483650.0,908913.76,6817273.48
283.93,0.0,895950.0,1059046.61,8841241.35
283.07,0.0,581950.0,795668.36,11738016.11
281.81,0.0,581950.0,938171.39,13230970.33
281.21,0.0,581950.0,960335.65,11786807.07
280.77,0.0,1483650.0,489809.43,8939043.04
280.49,0.0,1483650.0,836589.3,6956173.87
280.33,0.0,441150.0,817733.28,6025903.22
279.85,0.0,2454000.0,518918.04,6109201.51
279.77,0.0,441150.0,642743.87,6189937.98
279.73,0.0,441150.0,710031.44,6284883.04
279.7,0.0,2454000.0,768238.72,6668899.01
279.63,0.0,441150.0,434999.81,8842731.23
279.67,70740.0,0.0,692725.23,13089313.03
279.87,1485540.0,0.0,3874464.83,13154367.64
279.91,4315140.0,0.0,10429822.4,9040971.97
280.02,7180110.0,441150.0,12663485.74,6973732.62
280.09,12556340.0,441150.0,12597211.5,6684441.44
280.34,14607800.0,441150.0,12858602.81,6689056.42
280.84,15350570.0,0.0,11414428.47,6700851.8
281.41,6614190.0,441150.0,8812893.94,6711973.22
282.04,5800680.0,2454000.0,8314202.91,6713021.48
282.23,4456620.0,2454000.0,8951641.65,6736541.95
282.03,2794230.0,441150.0,7389334.05,6916907.57
281.3,2369790.0,441150.0,4455911.73,7710016.17
280.97,176850.0,441150.0,2482149.51,9763654.21
280.59,0.0,441150.0,1798484.7,12666143.23
280.44,0.0,441150.0,1100653.05,14142394.24
280.18,0.0,441150.0,978287.62,12619550.06
279.83,0.0,441150.0,909182.0,9647610.84
279.94,0.0,0.0,831403.4,7496171.11
279.83,0.0,1189250.0,354071.93,6385901.38
279.91,0.0,4150300.0,599597.56,6275574.28
279.9,0.0,0.0,688195.02,6169058.97
279.92,0.0,0.0,720224.42,6094774.12
279.91,0.0,0.0,457998.59,6332856.78
279.94,424440.0,0.0,756386.65,8359656.78
280.06,3218670.0,1483650.0,730695.57,12455030.56
280.44,888500.0,0.0,3291925.11,12393492.42
281.46,10554770.0,0.0,10501779.27,8189547.76
282.79,19135160.0,2692450.0,12832206.37,6071319.65
284.23,12885050.0,581950.0,12459496.99,5744666.03
284.85,5049840.0,2692450.0,12243894.61,5713896.58
285.86,18069030.0,0.0,11407225.83,5707670.08
286.27,8762730.0,0.0,8726293.35,5710000.33
286.15,17560.0,6140700.0,7762748.8,5717422.18
285.59,16074040.0,0.0,8644213.04,5748634.92
285.24,6744210.0,6140700.0,7339879.23,5935593.91
284.6,2829360.0,0.0,5074832.24,6736614.56
283.77,3890700.0,4150300.0,2697483.65,8799703.1
282.23,601290.0,581950.0,1411260.76,11708565.71
281.39,0.0,1483650.0,1376201.28,13185256.28
280.85,0.0,581950.0,1007028.64,11683291.12
280.5,0.0,0.0,799761.45,8765857.12
280.21,0.0,0.0,706236.39,6706724.6
279.73,0.0,1189250.0,354071.93,5695795.02
279.68,0.0,4150300.0,599597.56,5699972.83
279.68,0.0,0.0,688195.02,5708401.99
279.81,0.0,0.0,720224.42,5722028.78
279.76,0.0,0.0,457998.59,6004067.25
279.82,424440.0,0.0,756386.65,8069548.38
280.16,3218670.0,1483650.0,730695.57,12204482.39
280.99,888500.0,0.0,3291925.11,12173713.32
282.06,10554770.0,0.0,10501779.27,7964713.75
283.08,19135160.0,2692450.0,12832206.37,5828024.2
284.17,12885050.0,581950.0,12459496.99,5483788.24
284.84,5049840.0,2692450.0,12243894.61,5443788.07
285.67,18069030.0,0.0,11407225.83,5428770.4
285.9,8762730.0,0.0,8726293.35,5420111.7
286.26,17560.0,6140700.0,7762748.8,5428412.67
286.95,16074040.0,0.0,8644213.04,5472812.16
286.69,6744210.0,6140700.0,7339879.23,5687683.09
286.1,2829360.0,0.0,5074832.24,6513978.33
285.17,3890700.0,4150300.0,2697483.65,8610473.3
284.1,601290.0,581950.0,1411260.76,11522852.38
283.18,0.0,1483650.0,1376201.28,12983718.85
282.32,0.0,581950.0,1007028.64,11462632.91
281.59,0.0,0.0,799761.45,8515528.73
280.88,0.0,0.0,706236.39,6430022.72
280.13,0.0,581950.0,327317.84,5404587.72
279.41,0.0,0.0,486054.12,5406347.96
278.86,0.0,0.0,597541.08,5404887.06
278.43,0.0,0.0,751369.64,5432140.15
278.46,0.0,0.0,689377.24,5786266.17
278.18,141480.0,0.0,457521.73,7926691.96
280.1,2405160.0,0.0,1021612.75,12145801.38
282.26,7781400.0,0.0,3619590.66,12203823.06
283.53,7061450.0,0.0,10310685.74,8076141.75
284.72,19488860.0,2692450.0,12589750.56,6011100.18
285.31,13299320.0,1483650.0,12793451.2,5722248.56
285.49,5355790.0,4150300.0,12783387.37,5724006.42
285.59,18913990.0,0.0,11308127.42,5735801.8
285.98,9561080.0,0.0,9080236.13,5748681.45
285.75,1753080.0,0.0,7968605.26,5774784.53
285.03,16128910.0,0.0,8993079.19,5826216.94
284.73,8327890.0,0.0,7420717.7,6047021.91
283.77,5032300.0,2692450.0,4753852.73,6897273.07
282.53,2086830.0,0.0,3178560.5,9020141.53
282.27,106110.0,0.0,1537619.93,11996256.55
281.71,0.0,581950.0,917656.28,13561737.87
281.27,0.0,0.0,1139249.27,12148563.46
280.78,0.0,0.0,768377.8,9318821.32
280.33,0.0,0.0,633474.81,7341226.84
279.55,0.0,581950.0,665077.02,6400406.8
278.33,0.0,0.0,532459.0,6460628.28
277.72,0.0,0.0,376742.86,6527958.23
276.78,0.0,0.0,1017638.88,6591694.66
276.07,0.0,0.0,664262.38,6923403.2
275.34,141480.0,0.0,908754.8,9042730.21
277.14,2405160.0,0.0,806387.88,13224037.61
278.77,7781400.0,0.0,3515216.94,13226015.63
280.09,7061450.0,0.0,10483628.62,9087565.14
281.02,19488860.0,2692450.0,12800683.64,7026040.04
281.54,13299320.0,1483650.0,12718513.92,6758287.21
282.29,5355790.0,4150300.0,12662581.68,6796528.4
282.85,18913990.0,0.0,11804215.56,6853598.28
282.93,9561080.0,0.0,9140976.75,6906697.5
283.58,1753080.0,0.0,8207325.64,6959174.07
284.13,16128910.0,0.0,9207161.57,7024892.12
283.73,8327890.0,0.0,7668796.55,7234268.58
283.16,5032300.0,2692450.0,4827488.56,8052871.55
282.44,2086830.0,0.0,2953222.13,10123652.36
280.93,106110.0,0.0,1734515.31,13049218.19
280.08,0.0,581950.0,1042425.9,14523271.41
279.26,0.0,0.0,1031875.27,12998888.78
278.31,0.0,0.0,956471.06,10022334.2
277.72,0.0,0.0,431920.06,7866718.66
277.14,0.0,1483650.0,187517.05,6743701.74
276.05,0.0,581950.0,585112.8,6617550.55
275.93,0.0,581950.0,857740.23,6476090.37
275.65,0.0,0.0,786498.66,6362904.62
275.12,0.0,0.0,718952.78,6571976.43
274.87,720450.0,0.0,663855.06,8577457.86
276.48,4951800.0,581950.0,864923.01,12649535.06
279.44,3408290.0,0.0,700901.47,12559205.85
281.71,0.0,0.0,658331.38,8304272.45
284.0,8483530.0,0.0,1019506.6,6128242.44
285.87,1772490.0,2692450.0,1009263.94,5744226.47
287.38,0.0,0.0,888825.84,5647523.29
288.59,8657200.0,0.0,833449.95,5556462.06
289.38,0.0,0.0,753048.6,5460770.84
289.46,0.0,0.0,727556.21,5346654.85
288.81,8092550.0,0.0,852723.22,5260505.55
287.91,1319330.0,0.0,640131.05,5333618.97
287.52,0.0,0.0,652440.11,6015299.57
286.55,5128650.0,581950.0,779673.53,7958608.5
284.89,1025730.0,0.0,948056.39,10754944.22
283.66,0.0,581950.0,813848.83,12116030.98
282.54,0.0,0.0,863631.5,10503956.5
281.98,0.0,0.0,648337.09,7478610.96
281.85,0.0,0.0,504582.3,5315522.93
281.5,0.0,1842350.0,629570.48,4236901.39
281.35,0.0,4150300.0,660596.48,2.01
281.05,0.0,6140700.0,874301.34,299.34
280.72,0.0,6140700.0,614002.84,16343.7
280.4,0.0,4150300.0,352700.94,328272.13
280.2,0.0,1483650.0,938529.03,2425621.22
281.7,247590.0,2692450.0,710399.02,6593522.11
285.25,2299050.0,1483650.0,682363.36,6593522.11
287.32,0.0,1298700.0,885249.36,2425621.22
289.2,7109370.0,0.0,958259.31,328272.13
290.54,3424670.0,0.0,744047.78,16343.7
290.45,0.0,0.0,896028.48,299.45
290.15,8748360.0,0.0,694751.91,6.99
290.67,1279170.0,0.0,919394.85,139.45
291.24,0.0,0.0,1138047.17,2506.38
291.24,5942160.0,0.0,667958.08,28883.98
290.22,4109570.0,0.0,1028090.16,213425.4
288.84,672030.0,1483650.0,411484.43,1011149.36
287.75,0.0,895950.0,779296.02,3071600.55
286.58,0.0,581950.0,887613.81,5982660.96
285.53,0.0,581950.0,965014.89,7471439.38
284.76,0.0,581950.0,918937.85,5982660.96
284.36,0.0,1483650.0,542900.35,3071600.55
284.15,0.0,1483650.0,584039.85,1011149.36
284.09,0.0,0.0,865191.24,0.0
283.85,0.0,0.0,682740.88,2.01
283.69,0.0,0.0,887434.99,299.34
283.18,0.0,581950.0,722489.53,16343.7
282.7,106110.0,0.0,434393.8,328272.13
281.97,1167210.0,161000.0,665126.7,2425621.22
283.07,3678480.0,306050.0,1437140.59,6593522.11
284.96,6720300.0,581950.0,3366941.87,6593522.11
285.9,5836050.0,1483650.0,10503368.82,2425621.22
286.88,12485600.0,2692450.0,13141512.64,328272.13
287.88,11778200.0,2692450.0,12749251.81,16343.7
289.04,9408410.0,2692450.0,12404011.82,299.45
290.22,9620630.0,6140700.0,11105032.79,6.99
290.7,9337670.0,6140700.0,8999626.15,139.45
290.87,8488790.0,2692450.0,7835331.55,2506.38
288.44,7215480.0,2692450.0,9222878.23,28883.98
288.12,5553090.0,2692450.0,7881199.96,213425.4
288.06,6260490.0,1483650.0,4899644.13,1011149.36
286.43,3218670.0,2692450.0,2858187.0,3071600.55
284.45,530550.0,2692450.0,2073238.16,5982660.96
283.81,35370.0,6140700.0,1491523.02,7471439.38
283.45,0.0,1483650.0,914030.12,5982660.96
283.15,0.0,0.0,914457.31,7323227.14
283.06,0.0,0.0,670640.44,5355302.95
282.99,0.0,1189250.0,354071.93,4448768.43
282.81,0.0,4150300.0,599597.56,4567890.72
282.37,0.0,0.0,688195.02,4692363.23
282.25,0.0,0.0,720224.42,4828626.76
281.99,0.0,0.0,457998.59,5209565.82
281.69,424440.0,0.0,756386.65,7373288.2
281.85,3218670.0,1483650.0,730695.57,11623166.69
282.33,888500.0,0.0,3291925.11,11690638.87
282.8,10554770.0,0.0,10501779.27,7562298.23
283.39,19135160.0,2692450.0,12832206.37,5503630.25
283.67,12885050.0,581950.0,12459496.99,5239174.11
284.28,5049840.0,2692450.0,12243894.61,5273898.83
284.8,18069030.0,0.0,11407225.83,5328331.36
285.05,8762730.0,0.0,8726293.35,5397914.02
285.4,17560.0,6140700.0,7762748.8,5474786.06
285.3,16074040.0,0.0,8644213.04,5571053.41
285.1,6744210.0,6140700.0,7339879.23,5831198.84
284.33,2829360.0,0.0,5074832.24,6703647.69
283.36,3890700.0,4150300.0,2697483.65,8833329.3
282.65,601290.0,581950.0,1411260.76,11794719.12
282.05,0.0,1483650.0,1376201.28,13328332.47
281.29,0.0,581950.0,1007028.64,11903289.99
280.84,0.0,0.0,799761.45,9076624.76
280.57,0.0,0.0,706236.39,7089140.22
279.83,0.0,441150.0,697742.24,6113375.3
279.42,0.0,2454000.0,955696.16,6151179.31
279.19,0.0,441150.0,604415.88,6194333.57
278.81,0.0,441150.0,909688.66,6253454.63
278.59,0.0,2454000.0,470238.12,6610217.99
278.54,0.0,441150.0,384382.63,8756797.61
279.56,70740.0,0.0,840781.74,12972170.77
280.29,1485540.0,0.0,3534917.4,13009972.78
279.9,4315140.0,0.0,10479962.72,8886906.83
279.55,7180110.0,441150.0,12826116.42,6835271.79
280.35,12556340.0,441150.0,12814423.3,6561584.92
282.67,14607800.0,441150.0,12356315.43,6583122.9
283.08,15350570.0,0.0,11355396.61,6634038.96
283.1,6614190.0,441150.0,8614210.31,6685379.95
283.44,5800680.0,2454000.0,8397038.25,6722691.76
283.26,4456620.0,2454000.0,9229802.7,6797200.98
282.86,2794230.0,441150.0,7630389.08,7032950.93
282.17,2369790.0,441150.0,4781123.42,7889355.91
281.64,176850.0,441150.0,2666109.94,10006290.33
280.61,0.0,441150.0,1461172.58,12954053.84
279.97,0.0,441150.0,931097.9,14468326.63
279.55,0.0,441150.0,894657.5,12963284.57
279.13,0.0,441150.0,885557.33,9992883.8
278.24,0.0,0.0,652072.53,7864301.09
277.5,0.0,0.0,327317.84,6823041.99
277.83,0.0,0.0,486054.12,6785242.0
277.0,0.0,0.0,597541.08,6736968.15
276.48,0.0,581950.0,751369.64,6712353.38
275.92,70740.0,581950.0,689377.24,6972853.5
275.97,707400.0,581950.0,457521.73,9007565.55
277.89,2192940.0,1483650.0,1021612.75,13103378.89
279.13,3996810.0,581950.0,3619590.66,13039423.17
280.64,5836050.0,1483650.0,10310685.74,8814599.51
282.25,7427700.0,1483650.0,12589750.56,6684063.77
283.45,8630270.0,4150300.0,12793451.2,6345542.07
284.04,9373040.0,4150300.0,12783387.37,6296091.4
284.8,9620630.0,581950.0,11308127.42,6230084.98
285.31,9302300.0,2692450.0,9080236.13,6148899.18
285.29,8488790.0,1483650.0,7968605.26,6077859.9
285.6,7215480.0,1483650.0,8993079.19,6016106.08
285.71,5588460.0,0.0,7420717.7,6104823.81
285.45,3749220.0,0.0,4753852.73,6799471.38
284.55,3289410.0,1483650.0,3178560.5,8754868.16
283.2,919620.0,0.0,1537619.93,11575599.36
281.48,70740.0,0.0,917656.28,12948773.97
280.76,0.0,0.0,1139249.27,11348567.56
280.65,0.0,0.0,768377.8,8337287.88
281.23,0.0,0.0,633474.81,6176177.86
281.2,0.0,0.0,801847.73,5057776.31
281.17,0.0,441150.0,855296.3,4969207.34
281.01,0.0,441150.0,589106.54,4884889.72
280.84,0.0,2454000.0,618483.38,4802033.49
280.61,0.0,2454000.0,730576.35,5024731.61
280.75,0.0,441150.0,868092.17,7035487.74
282.0,176850.0,5721700.0,918530.53,11120312.12
284.39,1379430.0,5721700.0,3327660.15,11037235.62
285.71,3147930.0,5721700.0,10758312.53,6799005.43
286.81,4845690.0,5721700.0,12734190.84,4610667.79
288.03,6225120.0,11198100.0,12466948.0,16343.7
288.92,7109370.0,11198100.0,12370074.96,299.45
288.83,12450230.0,11198100.0,11543877.33,6.99
289.16,7109370.0,11198100.0,8968292.17,139.45
289.79,6260490.0,11198100.0,8070107.87,2506.38
289.66,4916430.0,11198100.0,8874657.83,28883.98
289.65,3183300.0,11198100.0,7854276.99,213425.4
289.23,1414800.0,19546800.0,4955516.76,1011149.36
288.33,318330.0,19546800.0,2570488.66,3071600.55
286.4,0.0,11198100.0,1386751.9,5982660.96
285.62,0.0,5721700.0,1014201.48,7471439.38
284.16,0.0,11198100.0,588212.42,5982660.96
283.23,0.0,5721700.0,920855.24,3071600.55
283.03,0.0,11198100.0,602091.16,1011149.36
282.82,0.0,1842350.0,611747.67,0.0
282.93,0.0,4150300.0,432734.71,2.01
283.66,0.0,6140700.0,840742.0,299.34
283.91,0.0,6140700.0,987228.83,16343.7
283.95,0.0,4150300.0,441079.84,328272.13
284.29,0.0,1483650.0,642028.57,2425621.22
284.54,247590.0,2692450.0,1064053.69,6593522.11
285.54,2299050.0,1483650.0,711233.54,6593522.11
286.0,0.0,1298700.0,801847.73,2425621.22
286.25,7109370.0,0.0,1389215.7,328272.13
286.94,3424670.0,0.0,1346119.07,16343.7
288.35,0.0,0.0,1391371.53,299.45
287.91,8748360.0,0.0,1315440.79,6.99
288.58,1279170.0,0.0,1282030.46,139.45
289.02,0.0,0.0,990994.07,2506.38
289.32,5942160.0,0.0,813670.0,28883.98
289.5,4109570.0,0.0,729195.43,213425.4
289.2,672030.0,1483650.0,738673.12,1011149.36
288.5,0.0,895950.0,876278.34,3071600.55
288.12,0.0,581950.0,966753.46,5982660.96
287.42,0.0,581950.0,1027861.66,7471439.38
286.18,0.0,581950.0,786975.52,5982660.96
285.17,0.0,1483650.0,678617.99,3071600.55
284.71,0.0,1483650.0,603571.43,1011149.36
284.56,0.0,1842350.0,493564.74,0.0
284.12,0.0,4150300.0,817902.17,2.01
283.96,0.0,6140700.0,1175729.41,299.34
283.97,0.0,6140700.0,758542.47,16343.7
284.82,0.0,4150300.0,632232.98,328272.13
284.73,0.0,1483650.0,541946.62,2425621.22
284.82,247590.0,2692450.0,1023738.77,6593522.11
286.59,2299050.0,1483650.0,384511.78,6593522.11
287.38,0.0,1298700.0,908039.51,2425621.22
288.32,7109370.0,0.0,849683.21,328272.13
289.06,3424670.0,0.0,1074773.21,16343.7
289.66,0.0,0.0,620043.13,299.45
289.9,8748360.0,0.0,1045316.89,6.99
289.96,1279170.0,0.0,719439.58,139.45
289.87,0.0,0.0,592603.55,2506.38
289.53,5942160.0,0.0,780488.18,28883.98
289.09,4109570.0,0.0,722956.46,213425.4
288.05,672030.0,1483650.0,1124873.79,1011149.36
286.95,0.0,895950.0,999835.93,3071600.55
285.61,0.0,581950.0,632789.32,5982660.96
285.05,0.0,581950.0,726304.44,7471439.38
284.51,0.0,581950.0,689367.31,5982660.96
284.08,0.0,1483650.0,769023.56,3071600.55
283.22,0.0,1483650.0,740054.04,1011149.36
282.97,0.0,441150.0,865191.24,0.0
282.54,0.0,2454000.0,682740.88,2.01
282.06,0.0,441150.0,887434.99,299.34
282.14,0.0,441150.0,722489.53,16343.7
281.99,0.0,2454000.0,434393.8,328272.13
281.96,0.0,441150.0,665126.7,2425621.22
282.99,70740.0,0.0,1437140.59,6593522.11
284.94,1485540.0,0.0,3366941.87,6593522.11
286.33,4315140.0,0.0,10503368.82,2425621.22
287.45,7180110.0,441150.0,13141512.64,328272.13
288.58,12556340.0,441150.0,12749251.81,16343.7
289.31,14607800.0,441150.0,12404011.82,299.45
289.74,15350570.0,0.0,11105032.79,6.99
290.37,6614190.0,441150.0,8999626.15,139.45
290.58,5800680.0,2454000.0,7835331.55,2506.38
290.36,4456620.0,2454000.0,9222878.23,28883.98
290.01,2794230.0,441150.0,7881199.96,213425.4
289.02,2369790.0,441150.0,4899644.13,1011149.36
287.87,176850.0,441150.0,2858187.0,3071600.55
286.83,0.0,441150.0,2073238.16,5982660.96
285.61,0.0,441150.0,1491523.02,7471439.38
284.84,0.0,441150.0,914030.12,5982660.96
284.64,0.0,441150.0,914457.31,3071600.55
284.37,0.0,0.0,670640.44,1011149.36
284.74,0.0,1189250.0,540992.89,0.0
284.6,0.0,4150300.0,562133.89,2.01
284.3,0.0,0.0,846851.83,299.34
284.0,0.0,0.0,790393.05,16343.7
283.33,0.0,0.0,554513.99,328272.13
282.46,424440.0,0.0,741554.17,2425621.22
283.36,3218670.0,1483650.0,814574.06,6593522.11
285.42,888500.0,0.0,3546491.3,6593522.11
286.06,10554770.0,0.0,10540554.32,2425621.22
286.6,19135160.0,2692450.0,12861434.2,328272.13
287.31,12885050.0,581950.0,12508097.44,16343.7
288.44,5049840.0,2692450.0,12293448.78,299.45
288.73,18069030.0,0.0,11182523.28,6.99
288.84,8762730.0,0.0,8590466.43,139.45
289.03,17560.0,6140700.0,7990451.62,2506.38
288.41,16074040.0,0.0,9053829.75,4249082.16
288.32,6744210.0,6140700.0,7908202.42,4480436.53
287.46,2829360.0,0.0,5043955.26,5313105.36
286.2,3890700.0,4150300.0,2721008.97,7390699.32
285.13,601290.0,581950.0,1599950.1,10320001.39
283.67,0.0,1483650.0,1271350.68,11839329.1
282.4,0.0,581950.0,894727.04,10361100.09
281.63,0.0,0.0,672836.01,7454435.26
281.26,0.0,0.0,598792.85,5390907.16
281.47,0.0,0.0,817733.28,4385252.28
281.97,0.0,0.0,518918.04,4391847.66
282.08,0.0,0.0,642743.87,4394342.78
281.87,0.0,581950.0,710031.44,4414343.17
281.74,106110.0,0.0,768238.72,4731326.51
281.68,1167210.0,161000.0,434999.81,6837906.33
282.53,3678480.0,306050.0,692725.23,11004488.54
284.03,6720300.0,581950.0,3874464.83,10994598.48
285.58,5836050.0,1483650.0,10429822.4,6809115.27
286.4,12485600.0,2692450.0,12663485.74,4688249.81
287.45,11778200.0,2692450.0,12597211.5,4344892.97
288.19,9408410.0,2692450.0,12858602.81,4300717.0
288.43,9620630.0,6140700.0,11414428.47,4283721.32
288.74,9337670.0,6140700.0,8812893.94,4291106.5
288.85,8488790.0,2692450.0,8314202.91,4334572.12
288.18,7215480.0,2692450.0,8951641.65,4421608.75
287.9,5553090.0,2692450.0,7389334.05,4676259.7
287.52,6260490.0,1483650.0,4455911.73,5552005.24
286.65,3218670.0,2692450.0,2482149.51,7682565.96
285.93,530550.0,2692450.0,1798484.7,10611868.03
284.74,35370.0,6140700.0,1100653.05,12099107.99
283.83,0.0,1483650.0,978287.62,10601318.64
282.91,0.0,0.0,909182.0,7656851.8
282.02,0.0,0.0,831403.4,5557499.71
281.14,0.0,1189250.0,265991.07,4503932.99
280.1,0.0,4150300.0,704726.32,4447012.21
279.32,0.0,0.0,666318.86,4385771.4
278.68,0.0,0.0,623132.81,4337200.7
278.19,0.0,0.0,402086.22,4570668.0
278.49,424440.0,0.0,494886.05,2425621.22
281.7,3218670.0,1483650.0,782634.07,6593522.11
284.1,888500.0,0.0,3780929.84,6593522.11
285.99,10554770.0,0.0,10616862.58,2425621.22
287.92,19135160.0,2692450.0,12897020.21,328272.13
289.22,12885050.0,581950.0,12480538.64,16343.7
290.12,5049840.0,2692450.0,12405333.13,299.45
291.02,18069030.0,0.0,11376935.0,6.99
291.54,8762730.0,0.0,8871687.36,139.45
291.79,17560.0,6140700.0,8030339.35,2506.38
291.75,16074040.0,0.0,8872621.22,28883.98
291.41,6744210.0,6140700.0,7618000.54,213425.4
290.63,2829360.0,0.0,4756097.96,1011149.36
289.12,3890700.0,4150300.0,2671564.08,3071600.55
287.56,601290.0,581950.0,1515157.62,5982660.96
285.78,0.0,1483650.0,1014539.26,7471439.38
284.16,0.0,581950.0,1016893.78,5982660.96
282.8,0.0,0.0,446533.97,3071600.55
282.08,0.0,0.0,986960.59,1011149.36
281.52,0.0,0.0,440891.08,0.0
281.15,0.0,0.0,922504.4,2.01
281.54,0.0,0.0,733030.22,299.34
281.42,0.0,581950.0,693539.87,16343.7
281.15,70740.0,581950.0,540217.99,328272.13
280.94,707400.0,581950.0,624901.18,2425621.22
282.3,2192940.0,1483650.0,662384.72,6593522.11
286.12,3996810.0,581950.0,3757364.78,6593522.11
288.08,5836050.0,1483650.0,10322696.77,2425621.22
289.8,7427700.0,1483650.0,12697213.97,328272.13
291.37,8630270.0,4150300.0,12823881.11,16343.7
292.66,9373040.0,4150300.0,12347314.61,299.45
293.78,9620630.0,581950.0,11165594.59,6.99
294.59,9302300.0,2692450.0,8980621.11,139.45
294.95,8488790.0,1483650.0,8131603.52,2506.38
294.87,7215480.0,1483650.0,9159802.96,28883.98
294.75,5588460.0,0.0,7310263.95,213425.4
294.13,3749220.0,0.0,5028486.97,1011149.36
292.59,3289410.0,1483650.0,2783368.94,3071600.55
290.83,919620.0,0.0,1629962.76,5982660.96
289.11,70740.0,0.0,1227697.71,7471439.38
287.71,0.0,0.0,832734.65,5982660.96
286.7,0.0,0.0,805771.93,3071600.55
286.19,0.0,0.0,736467.62,1011149.36
285.69,0.0,1842350.0,588023.66,0.0
285.21,0.0,4150300.0,841189.06,2.01
284.78,0.0,6140700.0,585311.49,299.34
284.94,0.0,6140700.0,753644.68,16343.7
284.64,0.0,4150300.0,696430.87,328272.13
285.01,0.0,1483650.0,1029302.19,2425621.22
287.0,247590.0,2692450.0,696599.76,6593522.11
289.72,2299050.0,1483650.0,1198499.69,6593522.11
291.15,0.0,1298700.0,854233.29,2425621.22
292.01,7109370.0,0.0,633872.2,328272.13
292.37,3424670.0,0.0,674246.73,16343.7
292.9,0.0,0.0,1029908.2,299.45
292.66,8748360.0,0.0,926726.64,6.99
292.99,1279170.0,0.0,688493.06,139.45
293.05,0.0,0.0,671763.06,2506.38
291.64,5942160.0,0.0,934008.76,28883.98
290.94,4109570.0,0.0,790412.92,213425.4
290.32,672030.0,1483650.0,957881.79,1011149.36
289.27,0.0,895950.0,911923.97,3071600.55
288.35,0.0,581950.0,729841.19,5982660.96
286.81,0.0,581950.0,764225.11,7471439.38
